rank,topic,url,ease_of_reading,sentence_level_sentiment,positive_sentiment,negative_sentiment,sentence_level_objectivity,bias,bias_label,credibility,trust_metric,google_page_rank,alexa_reach_rank,domain,content_length
1,RefugeeCrisis,https://www.youtube.com/watch?v=W2pAJS6ULqU,40.0,9.79,8.3994708994709,1.3888888888888888,73.92,50,Partially Left,nan,nan,nan,nan,youtube.com,1711
2,RefugeeCrisis,http://globalnews.ca/news/6646740/greek-turkey-refugee-centre-fire/,40.0,10.62,6.904761904761905,3.7182539682539684,77.74,50,Partially Left,nan,nan,nan,nan,globalnews.ca,3285
3,RefugeeCrisis,https://time.com/5798139/what-happens-next-with-europes-latest-refugee-crisis/,80.0,11.67,8.894654452690167,2.77405753968254,74.61,50,Partially Left,95.0,64.0,8,1028.0,time.com,7551
4,RefugeeCrisis,https://www.reuters.com/article/us-health-coronavirus-spain-refugees-idUSKBN21M0FO,80.0,20.9,6.944444444444444,13.958333333333334,68.12,50,Partially Left,100.0,87.0,9,544.0,reuters.com,1647
5,RefugeeCrisis,https://www.theatlantic.com/politics/archive/2020/03/syria-turkey-usa-refugee-crisis-trump-biden-sanders/607984/,80.0,11.69,7.312062937062937,4.377289377289377,72.53,50,Partially Left,92.5,79.0,8,1360.0,theatlantic.com,11593
6,RefugeeCrisis,https://www.npr.org/sections/coronavirus-live-updates/2020/04/02/825981261/greece-records-first-coronavirus-cases-among-refugees-imposes-quarantine-on-camp,100.0,6.92,0.4166666666666667,6.50297619047619,79.72,50,Partially Left,100.0,84.0,8,521.0,npr.org,3269
7,RefugeeCrisis,https://www.bbc.co.uk/news/world-europe-51799470,80.0,24.31,8.87194264069264,15.434523809523808,56.32,50,Partially Right,95.0,96.0,9,102.0,bbc.co.uk,2823
8,RefugeeCrisis,https://www.vice.com/en_us/article/qjdnnp/greek-islanders-want-the-refugee-crisis-over-and-the-migrants-gone,80.0,14.42,5.340909090909091,9.083333333333336,74.09,50,Partially Left,100.0,59.0,8,122.0,vice.com,1416
9,RefugeeCrisis,https://www.huffpost.com/entry/im-proud-of-myself-refugee-nurse-on-the-frontlines-of-covid-19_n_5e861ff9c5b6a9491833066e,100.0,16.67,16.666666666666664,0.0,76.67,100,Right,nan,nan,nan,nan,huffpost.com,5024
10,RefugeeCrisis,https://www.cnn.com/2020/03/14/opinions/how-the-us-can-help-ease-idlibs-catastrophe-alrifai/index.html,80.0,10.83,7.207607733175914,3.617424242424242,68.83,50,Partially Left,100.0,87.0,9,nan,cnn.com,5907
11,RefugeeCrisis,https://www.aljazeera.com/indepth/opinion/solve-refugee-camps-solve-refugee-crisis-200316154815780.html,40.0,15.58,10.95986668545439,4.620029408004092,64.46,50,Partially Right,82.5,73.0,8,nan,aljazeera.com,11232
12,RefugeeCrisis,https://www.reuters.com/article/us-health-coronavirus-germany-refugees-idUSKBN21C2IG,40.0,14.16,11.68783422459893,2.4705882352941173,72.29,50,Partially Left,100.0,87.0,9,544.0,reuters.com,2500
13,RefugeeCrisis,https://time.com/5815118/hungarys-viktor-orbans-eu/,80.0,11.24,10.010037878787877,1.225378787878788,71.17,50,Partially Left,95.0,64.0,8,1028.0,time.com,4933
14,RefugeeCrisis,https://www.theglobeandmail.com/politics/article-canada-to-close-borders-to-most-foreign-nationals-except-americans-2/,80.0,8.33,6.259469696969696,2.0734126984126986,61.19,50,Partially Left,nan,nan,nan,nan,theglobeandmail.com,4937
16,RefugeeCrisis,https://www.aljazeera.com/news/2020/03/turkey-greece-refugee-crisis-germany-children-200310110034777.html,100.0,14.58,12.5,2.083333333333333,72.92,50,Partially Left,82.5,73.0,8,nan,aljazeera.com,273
17,RefugeeCrisis,https://time.com/5805783/coronavirus-european-union/,80.0,9.95,6.774095117845118,3.1802603961694875,73.94,50,Partially Left,95.0,64.0,8,1028.0,time.com,6767
18,RefugeeCrisis,https://www.cnn.com/2020/04/04/opinions/homeschooling-education-fun-coronvirus-mufleh/index.html,80.0,15.94,11.429070929070928,4.511981074481074,64.04,50,Partially Left,100.0,87.0,9,nan,cnn.com,5956
19,RefugeeCrisis,https://www.npr.org/2020/04/02/824964864/nine-out-of-10-of-the-world-s-children-are-out-of-school-what-now,100.0,6.92,0.4166666666666667,6.50297619047619,79.72,50,Partially Left,100.0,84.0,8,521.0,npr.org,11450
20,RefugeeCrisis,https://www.worldpoliticsreview.com/articles/28583/for-nato-turkey-russia-war-is-a-nightmare-scenario,40.0,3.24,0.8333333333333334,2.4087301587301586,78.31,50,Partially Left,nan,nan,nan,nan,worldpoliticsreview.com,7543
21,RefugeeCrisis,https://www.aljazeera.com/indepth/features/journey-refugee-crisis-greece-turkey-border-200311054235487.html,80.0,9.16,4.737109475133428,4.421766495868294,76.0,100,Left,82.5,73.0,8,nan,aljazeera.com,21113
22,RefugeeCrisis,https://www.foxnews.com/science/coronavirus-3d-printing-ventilator-capacity,80.0,10.91,9.48384963304318,1.42921146953405,70.4,100,Left,75.0,82.0,8,222.0,foxnews.com,4213
23,RefugeeCrisis,https://www.vice.com/en_us/article/884bvv/coronavirus-is-giving-europes-far-right-the-perfect-excuse-to-scapegoat-refugees,80.0,15.46,7.9017857142857135,7.5547633672633685,55.85,100,Right,100.0,59.0,8,122.0,vice.com,8058
24,RefugeeCrisis,https://www.aljazeera.com/indepth/inpictures/pictures-refugees-giving-coronavirus-hit-malaysia-200406111016378.html,40.0,17.24,14.145021645021647,3.0952380952380953,63.35,100,Right,82.5,73.0,8,nan,aljazeera.com,2045
25,RefugeeCrisis,https://www.theatlantic.com/politics/archive/2020/03/election-meets-coronavirus-politics-daily/608092/,80.0,12.3,9.57121212121212,2.727272727272727,78.41,50,Partially Left,92.5,79.0,8,1360.0,theatlantic.com,5409
26,RefugeeCrisis,https://www.aljazeera.com/news/2020/04/italy-closes-ports-refugee-ships-coronavirus-200408091754757.html,40.0,6.37,5.297619047619049,1.0714285714285714,76.49,100,Right,82.5,73.0,8,nan,aljazeera.com,2346
27,RefugeeCrisis,https://www.marketwatch.com/story/everyone-is-a-responder-in-this-crisis-heres-where-you-can-donate-and-volunteer-2020-03-15,40.0,11.42,11.045156534286969,0.3743961352657005,68.74,100,Right,95.0,76.0,8,846.0,marketwatch.com,6869
28,RefugeeCrisis,https://www.politico.eu/article/angela-merkels-moment-of-truth-coronavirus-pandemic-global-crisis/,80.0,10.52,7.290521978021977,3.226495726495727,62.14,50,Partially Left,nan,nan,nan,nan,politico.eu,6179
29,RefugeeCrisis,https://news.yahoo.com/3-workers-facilities-housing-migrant-084206082.html,80.0,8.11,6.215578403078403,1.8981481481481484,76.49,100,Right,87.5,95.0,8,8.0,news.yahoo.com,3675
30,RefugeeCrisis,https://www.vice.com/en_us/article/jgekxg/desperate-migrants-stuck-in-tent-cities-on-the-us-mexico-border-have-one-last-hope-the-supreme-court,80.0,7.69,6.343113676447009,1.3465608465608467,78.68,100,Left,100.0,59.0,8,122.0,vice.com,6004
31,RefugeeCrisis,https://hypebeast.com/2020/3/icy-and-sot-break-free-limited-edition-linocut-prints-release,80.0,6.84,3.4236239950525666,3.412698412698413,81.79,100,Right,nan,nan,nan,nan,hypebeast.com,273
32,RefugeeCrisis,https://indianexpress.com/article/world/wealthy-nations-help-venezuela-colombia-refugee-crisis-6327491/,80.0,18.33,12.612612958357639,5.71513002364066,58.25,0,Center,nan,nan,nan,nan,indianexpress.com,5715
33,RefugeeCrisis,https://slate.com/news-and-politics/2020/03/strongman-medicine-democracy-coronavirus.html,80.0,9.35,5.877295684113865,3.4680571953299233,75.97,50,Partially Left,100.0,76.0,8,2514.0,slate.com,7394
34,RefugeeCrisis,https://www.cbc.ca/news/opinion/opinion-rohingya-canada-womens-initiatives-1.5483429,80.0,11.4,6.274554051149796,5.126646403242149,74.13,100,Left,100.0,84.0,8,882.0,cbc.ca,7090
35,RefugeeCrisis,https://news.yahoo.com/every-state-itself-now-pandemic-234453836.html,40.0,12.76,11.78785624098124,0.9722222222222222,68.36,100,Right,87.5,95.0,8,8.0,news.yahoo.com,5383
37,RefugeeCrisis,https://www.vice.com/en_us/article/3a8mny/what-the-hell-is-happening-with-migrants-in-greece,80.0,12.58,8.825799370006687,3.752488590903226,72.19,100,Left,100.0,59.0,8,122.0,vice.com,17488
38,RefugeeCrisis,https://news.yahoo.com/indonesia-reports-biggest-daily-rise-090024658.html,80.0,8.15,6.2793560606060606,1.875,75.09,50,Partially Left,87.5,95.0,8,8.0,news.yahoo.com,2701
39,RefugeeCrisis,https://fashionista.com/2020/03/lisbon-fashion-week-sustainability-2020,80.0,15.71,14.044269222840652,1.6678593515328213,66.58,50,Partially Left,nan,nan,nan,nan,fashionista.com,6486
40,RefugeeCrisis,https://www.vice.com/en_us/article/xgqp9k/our-moral-responsibility-to-asylum-seekers-doesnt-change-during-coronavirus-pandemic-canada-us-border,80.0,15.19,10.989241622574959,4.203703703703704,65.03,50,Partially Left,100.0,59.0,8,122.0,vice.com,6576
41,RefugeeCrisis,https://abcnews.go.com/International/migrant-volunteers-targeted-greek-islands-tensions-violence-escalate/story?id=69488841,40.0,14.76,8.874113475177303,5.882827771125644,68.71,50,Partially Left,82.5,86.0,9,1130.0,abcnews.go.com,5504
42,RefugeeCrisis,https://www.politico.eu/article/germany-forced-to-ponder-coronavirus-battle-without-merkel/,40.0,13.48,9.572435666185665,3.9076216029341033,66.64,100,Right,nan,nan,nan,nan,politico.eu,5928
43,RefugeeCrisis,https://www.reuters.com/article/us-health-coronavirus-palestinians-camps-idUSKBN21K1BC,80.0,10.21,8.136363636363635,2.0694444444444446,68.37,50,Partially Left,100.0,87.0,9,544.0,reuters.com,4773
44,RefugeeCrisis,https://phys.org/news/2020-04-migrant-refugees-rights-coronavirus-outbreak.html,40.0,12.89,6.293672014260249,6.599264705882353,65.58,50,Partially Right,nan,nan,nan,nan,phys.org,4051
45,RefugeeCrisis,https://news.yahoo.com/israels-elite-mossad-unit-set-105300441.html,80.0,8.74,2.3931623931623935,6.346153846153848,77.35,100,Left,87.5,95.0,8,8.0,news.yahoo.com,7861
46,RefugeeCrisis,https://www.aljazeera.com/indepth/features/cameroon-refugees-struggle-cope-life-nigeria-200227131212509.html,80.0,11.12,7.390757060399918,3.72874149659864,74.06,50,Partially Left,82.5,73.0,8,nan,aljazeera.com,8109
47,RefugeeCrisis,https://www.nature.com/articles/d41586-020-00921-9?utm_source=feedburner,80.0,12.17,8.214156874871161,3.9602916924345504,66.77,50,Partially Left,nan,nan,nan,nan,nature.com,20239
48,RefugeeCrisis,https://www.aljazeera.com/news/2020/03/erdogan-demands-concrete-support-eu-nato-syria-200309183710499.html,80.0,22.62,15.760957792207794,6.860119047619048,63.81,100,Right,82.5,73.0,8,nan,aljazeera.com,4890
49,RefugeeCrisis,https://www.nature.com/articles/d41586-020-00921-9,80.0,12.17,8.214156874871161,3.9602916924345504,66.77,50,Partially Left,nan,nan,nan,nan,nature.com,20239
50,RefugeeCrisis,https://time.com/5814952/rohingya-refugees-coronavirus-bangladesh/,80.0,10.7,5.7802672955974845,4.921383647798742,77.44,50,Partially Right,95.0,64.0,8,1028.0,time.com,4535
51,RefugeeCrisis,https://www.youtube.com/watch?v=9imKDzAR3ag,100.0,0.0,0.0,0.0,100.0,50,Partially Left,nan,nan,nan,nan,youtube.com,273
53,RefugeeCrisis,https://indianexpress.com/article/world/turkey-three-sentenced-to-125-years-for-murder-of-refugee-toddler-6313750/,100.0,11.73,8.055555555555555,3.6736111111111107,69.1,0,Center,nan,nan,nan,nan,indianexpress.com,1583
54,RefugeeCrisis,https://news.yahoo.com/european-union-survive-coronavirus-050007051.html,80.0,10.29,6.00004746715273,4.290935672514619,67.97,50,Partially Right,87.5,95.0,8,8.0,news.yahoo.com,5271
55,RefugeeCrisis,https://www.aljazeera.com/news/2020/04/covid-19-lebanon-municipalities-discriminate-refugees-200402154547215.html,40.0,12.92,11.448412698412703,1.4682539682539681,68.74,50,Partially Left,82.5,73.0,8,nan,aljazeera.com,3934
56,RefugeeCrisis,https://mashable.com/article/zoom-passover-seder-how-to/,80.0,13.96,12.293539920833497,1.6676223241590213,68.45,100,Left,62.5,75.0,9,nan,mashable.com,12446
58,RefugeeCrisis,https://www.reuters.com/article/us-health-coronavirus-lebanon-refugees-idUSKBN21635U,80.0,7.35,6.658459595959595,0.6944444444444445,73.79,50,Partially Left,100.0,87.0,9,544.0,reuters.com,3209
59,RefugeeCrisis,https://www.theatlantic.com/culture/archive/2020/03/hbo-years-and-years-and-numbness-survival/608863/,80.0,10.64,7.957328385899816,2.687074829931973,66.83,100,Right,92.5,79.0,8,1360.0,theatlantic.com,8077
60,RefugeeCrisis,https://www.politico.com/news/2020/03/16/coronavirus-pandemic-leadership-131540,40.0,9.73,6.321759259259259,3.41055341055341,75.34,50,Partially Left,100.0,74.0,8,941.0,politico.com,7195
61,RefugeeCrisis,https://www.aljazeera.com/news/2020/03/coronavirus-doctor-warns-incoming-disaster-gaza-200325195816841.html,40.0,11.06,7.517255892255892,3.538888888888889,66.2,50,Partially Left,82.5,73.0,8,nan,aljazeera.com,4794
62,RefugeeCrisis,https://www.aljazeera.com/news/2020/03/turkey-erdogan-discusses-syria-refugees-european-leaders-200317190122274.html,80.0,11.12,6.788211788211787,4.326923076923077,81.42,100,Right,82.5,73.0,8,nan,aljazeera.com,2269
63,RefugeeCrisis,https://www.usatoday.com/story/news/health/2020/04/05/coronavirus-pandemic-dreams-may-change-due-isolation-uncertainty/5116021002/,80.0,9.76,6.270857307249712,3.486750152098253,70.97,100,Left,100.0,84.0,8,363.0,usatoday.com,7453
64,RefugeeCrisis,https://variety.com/2020/tv/news/ellison-barber-nbc-news-fox-news-channel-1234573345/,80.0,11.62,8.191919191919192,3.425925925925926,79.01,100,Right,nan,nan,nan,nan,variety.com,273
65,RefugeeCrisis,https://www.aljazeera.com/news/2020/04/fear-refugees-malaysia-home-coronavirus-lockdown-200406014514452.html,40.0,17.71,10.513623927832002,7.199792960662525,65.39,50,Partially Left,82.5,73.0,8,nan,aljazeera.com,6873
66,RefugeeCrisis,https://www.aljazeera.com/news/2020/03/cyprus-pushes-syrian-refugees-sea-due-coronavirus-200330091614066.html,80.0,13.03,8.56919642857143,4.463222789115646,72.15,50,Partially Left,82.5,73.0,8,nan,aljazeera.com,7208
67,RefugeeCrisis,https://news.yahoo.com/trump-administration-urged-release-detained-191455888.html,80.0,10.42,8.544404504225934,1.8763528138528134,70.03,100,Right,87.5,95.0,8,8.0,news.yahoo.com,6714
68,RefugeeCrisis,https://www.cbsnews.com/news/3-human-traffickers-sentenced-to-125-years-in-death-of-syrian-boy-whose-body-washed-ashore-in-famous-photograph/,80.0,6.5,3.833333333333333,2.666666666666667,78.88,50,Partially Left,95.0,71.0,8,843.0,cbsnews.com,1384
69,RefugeeCrisis,https://www.realclearpolitics.com/2020/03/25/will_the_coronavirus_destroy_the_eu_505765.html,100.0,0.0,0.0,0.0,50.0,100,Right,100.0,38.0,7,nan,realclearpolitics.com,140
70,RefugeeCrisis,https://www.npr.org/sections/goatsandsoda/2020/03/30/819151076/how-do-you-wash-your-hands-to-fend-off-coronavirus-if-water-is-scarce,100.0,6.92,0.4166666666666667,6.50297619047619,79.72,50,Partially Left,100.0,84.0,8,521.0,npr.org,8369
71,RefugeeCrisis,https://www.aljazeera.com/indepth/features/covid-19-lockdown-hits-berlin-unemployed-homeless-refugees-200326195143645.html,80.0,16.73,11.499921576008532,5.23435702783529,65.37,50,Partially Left,82.5,73.0,8,nan,aljazeera.com,6430
72,RefugeeCrisis,https://www.newscientist.com/article/2239612-coronavirus-will-play-out-very-differently-in-worlds-poorest-nations/,80.0,18.77,12.353929662069197,6.41992600422833,57.39,50,Partially Left,95.0,78.0,8,7979.0,newscientist.com,5842
73,RefugeeCrisis,https://www.theatlantic.com/notes/2020/03/american-downtown-erie-during-pandemic/608803/,80.0,15.62,12.56726153664929,3.055864770150484,63.71,100,Left,92.5,79.0,8,1360.0,theatlantic.com,7509
74,RefugeeCrisis,https://www.cbc.ca/news/morning-brief-march-23-2020-1.5506437,80.0,15.27,11.32776310318683,3.9469910974148266,68.44,100,Left,100.0,84.0,8,882.0,cbc.ca,6966
75,RefugeeCrisis,https://www.vice.com/en_us/article/jgekkd/iran-says-it-has-just-500-dead-from-coronavirus-so-why-can-you-see-the-mass-graves-from-space,80.0,13.68,8.479994862528343,5.196614583333334,66.12,50,Partially Left,100.0,59.0,8,122.0,vice.com,5743
76,RefugeeCrisis,https://www.aljazeera.com/news/2020/03/syria-war-russia-turkey-joint-patrols-m4-highway-200315092148588.html,40.0,10.75,3.3984962406015033,7.347222222222221,71.6,100,Right,82.5,73.0,8,nan,aljazeera.com,2163
77,RefugeeCrisis,https://www.aljazeera.com/news/2020/03/turkey-idlib-ceasefire-details-largely-agreed-russia-200312110120296.html,40.0,6.52,4.003759398496241,2.5116959064327484,81.95,0,Center,82.5,73.0,8,nan,aljazeera.com,2426
78,RefugeeCrisis,https://news.yahoo.com/3-human-traffickers-sentenced-125-093633014.html,80.0,6.0,3.5384615384615383,2.4615384615384617,80.5,50,Partially Left,87.5,95.0,8,8.0,news.yahoo.com,1543
79,RefugeeCrisis,https://www.vox.com/2020/3/27/21197461/vox-coronavirus-covid-19-daily-reading-list-friday-march-27,100.0,33.75,27.500000000000004,6.25,48.75,100,Left,100.0,53.0,8,837.0,vox.com,3032
80,RefugeeCrisis,https://www.artsjournal.com/2020/03/a-library-on-wheels-for-the-refugee-camps-of-greece.html,100.0,35.0,35.0,0.0,45.0,50,Partially Right,100.0,65.0,8,9372.0,artsjournal.com,242
81,RefugeeCrisis,https://www.usatoday.com/story/opinion/voices/2020/03/22/obamacare-10th-anniversary-cancer-survivor-column/2879844001/,80.0,12.64,9.135196834415584,3.500434027777778,70.07,100,Right,100.0,84.0,8,363.0,usatoday.com,6271
82,RefugeeCrisis,https://thediplomat.com/2020/03/coronavirus-and-rohingya-refugee-camps/,80.0,15.79,8.15580220812779,7.638595254874324,59.03,50,Partially Left,nan,nan,nan,nan,thediplomat.com,7756
83,RefugeeCrisis,https://www.bbc.co.uk/programmes/p088l2ck,80.0,3.16,3.162393162393163,0.0,88.08,50,Partially Left,95.0,96.0,9,102.0,bbc.co.uk,2011
84,RefugeeCrisis,https://www.youtube.com/watch?v=XjZQI0eA3QE,80.0,11.67,10.0,1.6666666666666667,78.33,100,Right,nan,nan,nan,nan,youtube.com,273
85,RefugeeCrisis,https://voxeu.org/article/precarious-lives-syrian-refugees-turkey-corona-times,80.0,10.4,5.824554308602542,4.573838532601419,69.81,50,Partially Left,nan,nan,nan,nan,voxeu.org,13332
86,RefugeeCrisis,https://petapixel.com/2020/04/07/the-red-prison-my-photo-exhibition-in-a-saddam-era-jail/?utm_source=feedburner,80.0,15.72,11.208429813080976,4.513918252290345,69.86,50,Partially Left,nan,nan,nan,nan,petapixel.com,8393
87,RefugeeCrisis,https://scholarlykitchen.sspnet.org/2020/04/01/does-research-have-any-value-in-a-refugee-crisis/,80.0,11.55,10.28725772333727,1.264745670995671,63.88,0,Center,nan,nan,nan,nan,scholarlykitchen.sspnet.org,12568
89,RefugeeCrisis,https://www.aljazeera.com/news/2020/03/turkey-erdogan-discuss-migrant-issues-eu-brussels-200308134256598.html,40.0,3.62,2.140151515151515,1.4772727272727273,76.31,100,Right,82.5,73.0,8,nan,aljazeera.com,3402
90,RefugeeCrisis,https://news.yahoo.com/nigerian-christian-community-faces-peril-203058484.html,40.0,18.03,10.954861111111112,7.0755997474747465,61.29,100,Right,87.5,95.0,8,8.0,news.yahoo.com,8072
91,RefugeeCrisis,https://news.yahoo.com/turkey-erdogan-says-greece-let-141624895.html,80.0,17.37,9.03959595959596,8.326666666666668,62.82,100,Right,87.5,95.0,8,8.0,news.yahoo.com,8072
92,RefugeeCrisis,https://www.usatoday.com/story/news/health/2020/03/22/coronavirus-crisis-medical-ethics-guide-decisions-doctors-cant-help-all/2882738001/,40.0,17.32,11.772497539348647,5.550098571225331,61.19,100,Left,100.0,84.0,8,363.0,usatoday.com,11069
93,RefugeeCrisis,http://www.washingtonpost.com/world/much-of-life-comes-to-a-standstill-as-countries-shut-themselves-off-from-the-rest-of-the-world/2020/03/20/4d0be71c-6a3e-11ea-b199-3a9799c54512_story.html,100.0,5.06,5.056818181818181,0.0,90.35,50,Partially Left,100.0,87.0,8,239.0,washingtonpost.com,7578
94,RefugeeCrisis,https://www.independent.co.uk/news/world/europe/coronavirus-greece-migrant-camp-refugees-asylum-seekers-europe-middle-east-a9441906.html,40.0,12.81,8.911483253588518,3.8955342902711325,67.23,0,Center,87.5,83.0,8,735.0,independent.co.uk,3180
95,RefugeeCrisis,https://www.aljazeera.com/news/2020/03/exclusive-chief-guterres-pleads-2bn-fight-covid-19-200326105806247.html,80.0,17.95,7.344907407407408,10.601851851851853,45.0,100,Right,82.5,73.0,8,nan,aljazeera.com,2516
96,RefugeeCrisis,https://www.economist.com/the-americas/2020/03/19/a-tale-of-two-crises-in-colombia,80.0,15.1,10.25818693173062,4.84076198882024,64.93,50,Partially Left,100.0,72.0,8,2503.0,economist.com,2516
97,RefugeeCrisis,https://www.economist.com/the-americas/2020/03/14/america-pays-for-a-pointless-drug-war-but-is-less-keen-to-help-with-a-huge-refugee-crisis,80.0,15.1,10.25818693173062,4.84076198882024,64.93,50,Partially Left,100.0,72.0,8,2503.0,economist.com,10032
98,RefugeeCrisis,https://www.economist.com/the-americas/2020/03/14/a-tale-of-two-crises-in-colombia,80.0,15.1,10.25818693173062,4.84076198882024,64.93,50,Partially Left,100.0,72.0,8,2503.0,economist.com,10112
99,RefugeeCrisis,https://www.rt.com/newsline/483476-un-palestinian-refugee-agency/,80.0,8.06,7.261904761904761,0.7936507936507936,67.9,50,Partially Left,32.5,68.0,8,261.0,rt.com,273
100,RefugeeCrisis,https://deadline.com/2020/03/demian-bichir-covid-19-crisis-protecting-immigrants-locked-up-along-border-guest-column-1202893055/,80.0,21.93,15.782276546982429,6.1515151515151505,60.2,100,Left,87.5,44.0,8,2226.0,deadline.com,4103
1,ClimateChange,https://www.wired.com/story/what-you-can-do-solve-climate-change/,80.0,14.67,11.886283755926616,2.7857142857142856,64.64,50,Partially Right,100.0,85.0,8,1138.0,wired.com,4142
2,ClimateChange,https://www.wired.com/story/trees-plants-nature-best-carbon-capture-technology-ever/,80.0,8.95,5.963247508305649,2.9911154736736134,71.76,100,Left,100.0,85.0,8,1138.0,wired.com,6215
3,ClimateChange,https://www.wired.com/story/global-warming-new-cold-war-technology/,80.0,13.45,9.550209891118982,3.9033189033189037,59.45,100,Left,100.0,85.0,8,1138.0,wired.com,4285
4,ClimateChange,https://www.wired.com/story/the-analogy-between-covid-19-and-climate-change-is-eerily-precise/,80.0,12.88,4.471181199752628,8.40589569160998,58.98,100,Left,100.0,85.0,8,1138.0,wired.com,4663
5,ClimateChange,https://www.bbc.co.uk/news/science-environment-52111309,80.0,9.66,8.779137529137529,0.8760683760683761,58.9,100,Left,95.0,96.0,9,102.0,bbc.co.uk,3373
6,ClimateChange,https://earther.gizmodo.com/its-horrific-climate-change-is-killing-the-great-barri-1842728096,80.0,20.9,16.761830123899088,4.137931034482759,60.32,100,Left,75.0,60.0,8,529.0,earther.gizmodo.com,3147
7,ClimateChange,https://www.theverge.com/2020/3/11/21174674/greta-thunberg-coronavirus-climate-change-protests-online-covid19,80.0,15.51,10.01060606060606,5.499999999999999,65.6,100,Left,100.0,75.0,8,443.0,theverge.com,1816
9,ClimateChange,https://mashable.com/video/coronavirus-climate-crisis/,100.0,10.0,10.0,0.0,70.0,100,Right,62.5,75.0,9,nan,mashable.com,2822
10,ClimateChange,https://earther.gizmodo.com/greta-thunberg-urges-world-to-unite-behind-the-experts-1842270300,80.0,8.65,5.8679563492063505,2.7860119047619047,76.86,100,Left,75.0,60.0,8,529.0,earther.gizmodo.com,4311
11,ClimateChange,https://www.bbc.co.uk/news/stories-51857722,80.0,16.28,9.109786090918163,7.174222004410684,63.46,100,Left,95.0,96.0,9,102.0,bbc.co.uk,12635
12,ClimateChange,https://earther.gizmodo.com/climate-disasters-make-vulnerable-countries-more-suscep-1842662128,80.0,10.59,8.644732273074519,1.9452847805788982,66.05,100,Left,75.0,60.0,8,529.0,earther.gizmodo.com,2739
13,ClimateChange,https://earther.gizmodo.com/russia-just-smashed-its-record-for-hottest-winter-1842290053,80.0,22.3,14.464691558441558,7.833333333333332,50.24,100,Left,75.0,60.0,8,529.0,earther.gizmodo.com,2154
14,ClimateChange,https://earther.gizmodo.com/a-second-dust-bowl-could-threaten-global-food-security-1842426292,80.0,15.93,13.005630438584987,2.929292929292929,60.82,50,Partially Left,75.0,60.0,8,529.0,earther.gizmodo.com,4668
15,ClimateChange,https://earther.gizmodo.com/this-is-what-climate-change-looks-like-in-an-era-of-cov-1842539967,80.0,13.33,11.129428210678213,2.2020833333333334,66.87,50,Partially Left,75.0,60.0,8,529.0,earther.gizmodo.com,7967
16,ClimateChange,https://earther.gizmodo.com/ice-locked-arctic-science-expedition-faces-challenges-a-1842275015,80.0,7.06,5.220454545454546,1.8363095238095237,70.29,100,Left,75.0,60.0,8,529.0,earther.gizmodo.com,4233
17,ClimateChange,https://earther.gizmodo.com/a-newly-discovered-deep-sea-coral-garden-could-unlock-t-1842319867,80.0,13.52,11.2660101010101,2.25,59.18,50,Partially Right,75.0,60.0,8,529.0,earther.gizmodo.com,3777
18,ClimateChange,https://earther.gizmodo.com/the-coronavirus-impact-on-workers-is-like-climate-chang-1842622765,80.0,10.95,7.9176267281106005,3.0349869664385793,64.0,100,Left,75.0,60.0,8,529.0,earther.gizmodo.com,4053
20,ClimateChange,https://earther.gizmodo.com/un-cancels-in-person-preliminary-meetings-for-internati-1842179659,80.0,23.25,23.245769382133023,0.0,50.03,50,Partially Left,75.0,60.0,8,529.0,earther.gizmodo.com,2014
21,ClimateChange,https://www.wired.com/story/refrigeration-global-warming-food-preservation/,80.0,11.75,8.75569358178054,2.9913949275362324,73.92,100,Left,100.0,85.0,8,1138.0,wired.com,5199
22,ClimateChange,https://www.bbc.co.uk/news/science-environment-51633560,80.0,19.37,16.731655574939154,2.639579878385849,55.65,100,Left,95.0,96.0,9,102.0,bbc.co.uk,7767
23,ClimateChange,https://www.wired.com/story/climate-issue/,80.0,19.4,17.335359675785206,2.069458516267027,66.13,100,Left,100.0,85.0,8,1138.0,wired.com,4917
24,ClimateChange,https://www.wired.com/story/climate-change-change-your-mind-about-alternative-meat/,80.0,17.15,8.991793672597243,8.15678418803419,66.73,100,Left,100.0,85.0,8,1138.0,wired.com,5681
25,ClimateChange,https://mashable.com/article/coronavirus-carbon-emissions-climate/,80.0,9.07,5.213611370474116,3.851479312263626,72.23,100,Right,62.5,75.0,9,nan,mashable.com,5529
26,ClimateChange,https://earther.gizmodo.com/why-theres-never-been-a-better-time-to-combat-the-clima-1842532166,80.0,18.22,7.961791776895945,10.259469696969697,61.33,100,Left,75.0,60.0,8,529.0,earther.gizmodo.com,3117
27,ClimateChange,https://earther.gizmodo.com/the-promise-and-peril-of-nuclear-power-1842582850,80.0,11.36,6.501992716278431,4.8603380746237885,70.79,100,Left,75.0,60.0,8,529.0,earther.gizmodo.com,10093
28,ClimateChange,https://earther.gizmodo.com/creating-our-legacies-the-elders-fighting-for-climate-1842705508,80.0,14.21,12.700937682522504,1.5055159374355798,62.97,100,Left,75.0,60.0,8,529.0,earther.gizmodo.com,16569
29,ClimateChange,https://earther.gizmodo.com/first-cyclone-to-make-landfall-amid-coronavirus-pandemi-1842703905,80.0,12.62,9.971659876071639,2.6488095238095237,64.23,100,Left,75.0,60.0,8,529.0,earther.gizmodo.com,4332
